,code,name,market,sector,date,start_price,closing_price,high_price,low_price,MA25,volume
0,1301,極洋,東証１,水産・農林業,2020年5月09日,"2,527","2,547","2,549","2,520",0.2,32
20,1332,日本水産,東証１,水産・農林業,2020年5月09日,466,472,472,461,2.14,992
21,1333,マルハニチロ,東証１,水産・農林業,2020年5月09日,"2,230","2,250","2,252","2,205",-0.17,654
28,1352,ホウスイ,東証１,卸売業,2020年5月09日,883,886,903,881,13.66,3
39,1376,カネコ種苗,東証１,水産・農林業,2020年5月09日,"1,495","1,421","1,497","1,421",-0.85,26
40,1377,サカタのタネ,東証１,水産・農林業,2020年5月09日,"3,620","3,640","3,660","3,595",6.95,517
41,1379,ホクト,東証１,水産・農林業,2020年5月09日,"1,964","1,958","1,968","1,951",1.85,119
46,1384,ホクリヨウ,東証１,水産・農林業,2020年5月09日,578,578,581,573,-2.99,8
63,1413,ヒノキヤグループ,東証１,建設業,2020年5月09日,"1,645","1,684","1,694","1,645",17.98,52
64,1414,ショーボンドホールディングス,東証１,建設業,2020年5月09日,"4,415","4,395","4,430","4,365",3.58,513
65,1417,ミライト・ホールディングス,東証１,建設業,2020年5月09日,"1,435","1,433","1,456","1,418",8,404
67,1419,タマホーム,東証１,建設業,2020年5月09日,"1,295","1,310","1,317","1,284",11.9,743
68,1420,サンヨーホームズ,東証１,建設業,2020年5月09日,592,599,609,592,1.74,1
69,1429,日本アクア,東証１,建設業,2020年5月09日,623,623,629,613,1.78,49
70,1430,ファーストコーポレーション,東証１,建設業,2020年5月09日,493,488,500,488,11.95,44
72,1433,ベステラ,東証１,建設業,2020年5月09日,"1,024",990,"1,024",957,3.38,39
74,1435,ＴＡＴＥＲＵ,東証１,建設業,2020年5月09日,116,115,117,114,2.79,29
80,1446,キャンディル,東証１,建設業,2020年5月09日,530,506,530,497,16.15,26
82,1448,スペースバリューホールディングス,東証１,建設業,2020年5月09日,330,344,346,329,5.41,95
127,1514,住石ホールディングス,東証１,鉱業,2020年5月09日,113,113,114,112,-0.74,52
128,1515,日鉄鉱業,東証１,鉱業,2020年5月09日,"4,450","4,515","4,515","4,385",5.59,73
129,1518,三井松島ホールディングス,東証１,鉱業,2020年5月09日,838,856,858,837,1.5,38
173,1605,国際石油開発帝石,東証１,鉱業,2020年5月09日,685,692.2,692.9,680,6.29,5388
203,1662,石油資源開発,東証１,鉱業,2020年5月09日,"1,882","1,883","1,899","1,871",0.95,411
204,1663,Ｋ＆Ｏエナジーグループ,東証１,鉱業,2020年5月09日,"1,560","1,559","1,594","1,541",0.66,18
236,1712,ダイセキ環境ソリューション,東証１,建設業,2020年5月09日,"1,065","1,060","1,077","1,049",13.73,20
237,1716,第一カッター興業,東証１,建設業,2020年5月09日,"1,668","1,691","1,713","1,658",6.27,11
238,1717,明豊ファシリティワークス,東証１,建設業,2020年5月09日,535,550,554,534,13.68,51
240,1719,安藤・間,東証１,建設業,2020年5月09日,697,702,704,688,6.13,347
241,1720,東急建設,東証１,建設業,2020年5月09日,570,571,574,568,5.27,175
242,1721,コムシスホールディングス,東証１,建設業,2020年5月09日,"3,050","3,080","3,080","3,015",9.81,2316
245,1726,ビーアールホールディングス,東証１,建設業,2020年5月09日,482,495,495,480,3.52,18
256,1762,高松コンストラクショングループ,東証１,建設業,2020年5月09日,"2,278","2,310","2,319","2,263",3.85,62
258,1766,東建コーポレーション,東証１,建設業,2020年5月09日,"7,380","7,360","7,380","7,320",-2.6,402
259,1768,ソネック,東証１,建設業,2020年5月09日,728,720,728,712,4.45,1
266,1780,ヤマウラ,東証１,建設業,2020年5月09日,737,745,746,734,2.52,12
276,1801,大成建設,東証１,建設業,2020年5月09日,"3,415","3,495","3,500","3,405",7.52,3328
277,1802,大林組,東証１,建設業,2020年5月09日,949,961,961,940,4.3,2033
278,1803,清水建設,東証１,建設業,2020年5月09日,863,874,874,860,6.57,2293
279,1805,飛島建設,東証１,建設業,2020年5月09日,"1,059","1,077","1,085","1,059",6.97,76
281,1808,長谷工コーポレーション,東証１,建設業,2020年5月09日,"1,154","1,179","1,179","1,146",4.07,1060
282,1810,松井建設,東証１,建設業,2020年5月09日,638,658,658,636,6.43,14
283,1811,錢高組,東証１,建設業,2020年5月09日,"3,410","3,390","3,480","3,390",-2.05,6
284,1812,鹿島,東証１,建設業,2020年5月09日,"1,129","1,151","1,153","1,123",6.36,2965
285,1813,不動テトラ,東証１,建設業,2020年5月09日,"1,358","1,378","1,380","1,351",7.25,300
286,1814,大末建設,東証１,建設業,2020年5月09日,751,760,760,743,4.94,6
287,1815,鉄建建設,東証１,建設業,2020年5月09日,"2,154","2,179","2,190","2,130",-0.53,96
288,1820,西松建設,東証１,建設業,2020年5月09日,"2,088","2,087","2,095","2,074",5.12,429
289,1821,三井住友建設,東証１,建設業,2020年5月09日,440,445,448,438,3.51,408
290,1822,大豊建設,東証１,建設業,2020年5月09日,"2,326","2,304","2,326","2,279",4.72,280
291,1824,前田建設工業,東証１,建設業,2020年5月09日,865,871,876,862,6.67,278
292,1826,佐田建設,東証１,建設業,2020年5月09日,386,403,403,386,15.51,17
293,1827,ナカノフドー建設,東証１,建設業,2020年5月09日,359,361,361,355,6.08,4
296,1833,奥村組,東証１,建設業,2020年5月09日,"2,382","2,399","2,399","2,336",6.89,145
297,1835,東鉄工業,東証１,建設業,2020年5月09日,"2,735","2,727","2,773","2,700",-1.25,141
301,1847,イチケン,東証１,建設業,2020年5月09日,"1,200","1,212","1,219","1,186",4.65,24
302,1848,富士ピー・エス,東証１,建設業,2020年5月09日,516,516,516,505,2.07,3
304,1852,淺沼組,東証１,建設業,2020年5月09日,"3,470","3,525","3,525","3,435",3.4,178
306,1860,戸田建設,東証１,建設業,2020年5月09日,631,638,640,627,3.39,228
307,1861,熊谷組,東証１,建設業,2020年5月09日,"2,440","2,479","2,486","2,427",6.98,462
308,1866,北野建設,東証１,建設業,2020年5月09日,"2,535","2,533","2,535","2,510",3.39,4
309,1867,植木組,東証１,建設業,2020年5月09日,"2,470","2,460","2,470","2,438",1.1,5
311,1870,矢作建設工業,東証１,建設業,2020年5月09日,789,793,799,774,4.86,21
312,1871,ピーエス三菱,東証１,建設業,2020年5月09日,534,537,541,530,4.11,47
313,1873,日本ハウスホールディングス,東証１,建設業,2020年5月09日,275,277,278,270,-0.93,73
314,1878,大東建託,東証１,建設業,2020年5月09日,"10,245","10,570","10,675","10,115",3.19,8849
315,1879,新日本建設,東証１,建設業,2020年5月09日,774,765,777,758,0.2,60
316,1881,ＮＩＰＰＯ,東証１,建設業,2020年5月09日,"2,452","2,507","2,513","2,448",6.75,333
317,1882,東亜道路工業,東証１,建設業,2020年5月09日,"2,841","2,866","2,868","2,820",,60
318,1883,前田道路,東証１,建設業,2020年5月09日,"1,980","2,025","2,028","1,969",3.56,633
319,1884,日本道路,東証１,建設業,2020年5月09日,"6,550","6,650","6,650","6,490",4.82,54
320,1885,東亜建設工業,東証１,建設業,2020年5月09日,"1,405","1,435","1,438","1,398",5.28,108
321,1887,日本国土開発,東証１,建設業,2020年5月09日,552,550,565,543,4.14,149
322,1888,若築建設,東証１,建設業,2020年5月09日,"1,188","1,179","1,188","1,150",1.18,40
323,1890,東洋建設,東証１,建設業,2020年5月09日,436,434,443,432,1.85,139
325,1893,五洋建設,東証１,建設業,2020年5月09日,550,556,557,545,3.73,672
327,1898,世紀東急工業,東証１,建設業,2020年5月09日,797,788,802,778,0.89,100
328,1899,福田組,東証１,建設業,2020年5月09日,"4,145","4,245","4,245","4,140",2.55,36
331,1909,日本ドライケミカル,東証１,機械,2020年5月09日,"1,390","1,393","1,394","1,379",2.42,18
332,1911,住友林業,東証１,建設業,2020年5月09日,"1,273","1,286","1,286","1,252",-0.17,789
333,1914,日本基礎技術,東証１,建設業,2020年5月09日,404,402,406,396,4.22,31
334,1921,巴コーポレーション,東証１,建設業,2020年5月09日,340,350,350,338,5.08,13
335,1925,大和ハウス工業,東証１,建設業,2020年5月09日,"2,679.0","2,723.5","2,723.5","2,660.0",2.66,4513
336,1926,ライト工業,東証１,建設業,2020年5月09日,"1,400","1,393","1,413","1,379",8.98,338
337,1928,積水ハウス,東証１,建設業,2020年5月09日,"1,856.5","1,860.0","1,863.0","1,822.0",4,4308
338,1929,日特建設,東証１,建設業,2020年5月09日,721,729,730,713,2.38,50
339,1930,北陸電気工事,東証１,建設業,2020年5月09日,880,903,904,880,0.22,17
340,1934,ユアテック,東証１,建設業,2020年5月09日,603,622,623,602,3.85,38
341,1938,日本リーテック,東証１,建設業,2020年5月09日,"2,064","2,079","2,091","2,030",10.93,76
342,1939,四電工,東証１,建設業,2020年5月09日,"2,286","2,318","2,329","2,281",0.55,6
343,1941,中電工,東証１,建設業,2020年5月09日,"2,189","2,185","2,191","2,165",2.53,107
344,1942,関電工,東証１,建設業,2020年5月09日,911,901,915,898,5.8,322
345,1944,きんでん,東証１,建設業,2020年5月09日,"1,761","1,779","1,787","1,758",6.83,927
346,1945,東京エネシス,東証１,建設業,2020年5月09日,759,759,761,743,1.68,18
347,1946,トーエネック,東証１,建設業,2020年5月09日,"3,375","3,365","3,375","3,315",5.47,20
349,1949,住友電設,東証１,建設業,2020年5月09日,"2,265","2,299","2,301","2,240",6.42,59
350,1950,日本電設工業,東証１,建設業,2020年5月09日,"2,061","2,088","2,097","2,057",-2.4,202
351,1951,協和エクシオ,東証１,建設業,2020年5月09日,"2,668","2,687","2,696","2,645",7.59,824
352,1952,新日本空調,東証１,建設業,2020年5月09日,"2,293","2,239","2,293","2,194",5.97,51
353,1954,日本工営,東証１,サービス業,2020年5月09日,"3,010","3,040","3,050","2,975",5.39,54
354,1959,九電工,東証１,建設業,2020年5月09日,"2,962","2,972","2,984","2,925",7.03,734
356,1961,三機工業,東証１,建設業,2020年5月09日,"1,250","1,258","1,284","1,223",5.64,291
357,1963,日揮ホールディングス,東証１,建設業,2020年5月09日,"1,027","1,032","1,032","1,005",6.81,1943
358,1964,中外炉工業,東証１,建設業,2020年5月09日,"1,540","1,563","1,563","1,536",6.18,8
361,1967,ヤマト,東証１,建設業,2020年5月09日,630,637,640,619,-0.63,53
362,1968,太平電業,東証１,建設業,2020年5月09日,"2,229","2,219","2,263","2,177",1.79,125
363,1969,高砂熱学工業,東証１,建設業,2020年5月09日,"1,692","1,701","1,704","1,674",2.24,207
365,1972,三晃金属工業,東証１,建設業,2020年5月09日,"2,110","2,150","2,150","2,104",5.74,5
366,1973,ＮＥＣネッツエスアイ,東証１,情報・通信業,2020年5月09日,"4,905","4,900","4,975","4,810",8.77,1228
367,1975,朝日工業社,東証１,建設業,2020年5月09日,"2,870","2,864","2,875","2,833",-2.78,9
368,1976,明星工業,東証１,建設業,2020年5月09日,787,814,814,776,13.54,66
369,1979,大氣社,東証１,建設業,2020年5月09日,"3,100","3,185","3,185","3,100",5.27,156
370,1980,ダイダン,東証１,建設業,2020年5月09日,"2,723","2,775","2,775","2,703",2.97,47
372,1982,日比谷総合設備,東証１,建設業,2020年5月09日,"1,831","1,818","1,831","1,789",-0.75,37
377,2001,日本製粉,東証１,食料品,2020年5月09日,"1,673","1,693","1,695","1,671",0.92,202
378,2002,日清製粉グループ本社,東証１,食料品,2020年5月09日,"1,661","1,679","1,684","1,652",1.04,1933
379,2003,日東富士製粉,東証１,食料品,2020年5月09日,"6,230","5,800","6,250","5,800",-0.03,86
380,2004,昭和産業,東証１,食料品,2020年5月09日,"3,275","3,255","3,300","3,235",0.16,108
381,2009,鳥越製粉,東証１,食料品,2020年5月09日,879,889,889,864,3.56,11
401,2053,中部飼料,東証１,食料品,2020年5月09日,"1,633","1,641","1,641","1,572",5.8,44
404,2060,フィード・ワン,東証１,食料品,2020年5月09日,169,174,174,168,9.57,80
410,2107,東洋精糖,東証１,食料品,2020年5月09日,"1,207","1,206","1,207","1,174",2.46,3
411,2108,日本甜菜製糖,東証１,食料品,2020年5月09日,"1,685","1,695","1,701","1,677",2.12,15
412,2109,三井製糖,東証１,食料品,2020年5月09日,"2,160","2,197","2,198","2,154",3.68,55
413,2112,塩水港精糖,東証１,食料品,2020年5月09日,203,205,205,202,3.45,4
415,2117,日新製糖,東証１,食料品,2020年5月09日,"1,890","1,896","1,896","1,870",0.09,13
416,2120,ＬＩＦＵＬＬ,東証１,サービス業,2020年5月09日,350,355,357,345,11.13,206
419,2124,ジェイエイシーリクルートメント,東証１,サービス業,2020年5月09日,"1,180","1,180","1,184","1,149",11.67,180
420,2127,日本Ｍ＆Ａセンター,東証１,サービス業,2020年5月09日,"3,645","3,655","3,670","3,575",13.25,3571
421,2130,メンバーズ,東証１,サービス業,2020年5月09日,"1,580","1,665","1,675","1,550",19.68,641
426,2139,中広,東証１,サービス業,2020年5月09日,518,518,518,508,9.84,1
427,2146,ＵＴグループ,東証１,サービス業,2020年5月09日,"1,545","1,600","1,608","1,503",30.57,2617
428,2148,アイティメディア,東証１,サービス業,2020年5月09日,976,"1,027","1,028",940,17.1,304
430,2151,タケエイ,東証１,サービス業,2020年5月09日,820,844,844,816,11.81,171
432,2153,Ｅ・Ｊホールディングス,東証１,サービス業,2020年5月09日,"1,521","1,550","1,553","1,497",15.96,23
433,2154,ビーネックスグループ,東証１,サービス業,2020年5月09日,689,697,699,667,24.74,250
435,2157,コシダカホールディングス,東証１,サービス業,2020年5月09日,452,467,469,447,19.02,627
440,2163,アルトナー,東証１,サービス業,2020年5月09日,703,695,703,687,14.36,8
442,2168,パソナグループ,東証１,サービス業,2020年5月09日,"1,092","1,111","1,115","1,085",14.23,123
443,2169,ＣＤＳ,東証１,サービス業,2020年5月09日,"1,318","1,315","1,329","1,303",8.72,15
444,2170,リンクアンドモチベーション,東証１,サービス業,2020年5月09日,356,354,365,347,13.9,239
447,2174,ＧＣＡ,東証１,サービス業,2020年5月09日,642,664,665,638,10.97,142
448,2175,エス・エム・エス,東証１,サービス業,2020年5月09日,"2,390","2,396","2,398","2,338",12.25,1046
452,2180,サニーサイドアップグループ,東証１,サービス業,2020年5月09日,696,719,724,684,22.96,72
453,2181,パーソルホールディングス,東証１,サービス業,2020年5月09日,"1,232","1,210","1,237","1,193",13.68,1061
454,2183,リニカル,東証１,サービス業,2020年5月09日,923,900,923,888,4.77,29
458,2193,クックパッド,東証１,サービス業,2020年5月09日,340,347,349,328,9.17,633
460,2196,エスクリ,東証１,サービス業,2020年5月09日,372,399,400,371,14.5,113
461,2198,アイ・ケイ・ケイ,東証１,サービス業,2020年5月09日,610,607,610,604,-0.89,20
462,2201,森永製菓,東証１,食料品,2020年5月09日,"4,450","4,415","4,460","4,395",-1.21,788
463,2204,中村屋,東証１,食料品,2020年5月09日,"3,930","3,970","3,970","3,905",3.42,17
464,2206,江崎グリコ,東証１,食料品,2020年5月09日,"4,755","4,805","4,810","4,740",2.34,630
465,2207,名糖産業,東証１,食料品,2020年5月09日,"1,274","1,271","1,293","1,271",-2.22,8
467,2209,井村屋グループ,東証１,食料品,2020年5月09日,"1,939","1,915","1,960","1,903",2.48,40
468,2211,不二家,東証１,食料品,2020年5月09日,"1,935","1,964","1,967","1,935",-3.29,48
469,2212,山崎製パン,東証１,食料品,2020年5月09日,"1,873","1,897","1,912","1,869",-14.1,2455
470,2215,第一屋製パン,東証１,食料品,2020年5月09日,908,918,918,903,2.33,2
472,2217,モロゾフ,東証１,食料品,2020年5月09日,"5,490","5,530","5,530","5,450",5.95,27
474,2220,亀田製菓,東証１,食料品,2020年5月09日,"5,150","5,130","5,160","5,050",1.42,85
476,2222,寿スピリッツ,東証１,食料品,2020年5月09日,"4,335","4,465","4,540","4,300",-0.1,1406
479,2229,カルビー,東証１,食料品,2020年5月09日,"3,240","3,255","3,275","3,215",3.45,1118
480,2264,森永乳業,東証１,食料品,2020年5月09日,"4,185","4,155","4,185","4,125",-0.61,1105
481,2266,六甲バター,東証１,食料品,2020年5月09日,"1,422","1,401","1,422","1,393",0.84,22
482,2267,ヤクルト本社,東証１,食料品,2020年5月09日,"6,350","6,270","6,400","6,240",-5.69,2606
484,2269,明治ホールディングス,東証１,食料品,2020年5月09日,"7,570","7,550","7,610","7,510",-0.62,3695
485,2270,雪印メグミルク,東証１,食料品,2020年5月09日,"2,500","2,480","2,522","2,469",2.87,167
486,2281,プリマハム,東証１,食料品,2020年5月09日,"2,425","2,447","2,447","2,404",2.23,164
487,2282,日本ハム,東証１,食料品,2020年5月09日,"3,860","3,895","3,895","3,825",9.34,1940
488,2286,林兼産業,東証１,食料品,2020年5月09日,571,570,571,559,4.69,4
489,2288,丸大食品,東証１,食料品,2020年5月09日,"1,950","1,952","1,960","1,930",1.99,25
491,2292,Ｓ　Ｆｏｏｄｓ,東証１,食料品,2020年5月09日,"2,299","2,333","2,348","2,284",3.31,148
493,2294,柿安本店,東証１,食料品,2020年5月09日,"2,300","2,343","2,374","2,297",6.56,50
494,2296,伊藤ハム米久ホールディングス,東証１,食料品,2020年5月09日,627,626,638,615,0.69,317
496,2301,学情,東証１,サービス業,2020年5月09日,"1,100","1,120","1,137","1,091",0.04,278
499,2305,スタジオアリス,東証１,サービス業,2020年5月09日,"1,470","1,522","1,522","1,465",5.59,56
500,2307,クロスキャット,東証１,情報・通信業,2020年5月09日,"1,040","1,018","1,040","1,008",10.25,13
501,2309,シミックホールディングス,東証１,サービス業,2020年5月09日,"1,543","1,529","1,556","1,485",6.4,358
502,2311,エプコ,東証１,サービス業,2020年5月09日,884,899,899,870,6.73,10
504,2317,システナ,東証１,情報・通信業,2020年5月09日,"1,577","1,552","1,595","1,552",7.88,595
507,2325,ＮＪＳ,東証１,サービス業,2020年5月09日,"1,635","1,716","1,716","1,598",12.06,27
508,2326,デジタルアーツ,東証１,情報・通信業,2020年5月09日,"6,650","6,430","6,660","6,260",13.99,2064
509,2327,日鉄ソリューションズ,東証１,情報・通信業,2020年5月09日,"2,695","2,738","2,753","2,657",2.51,1287
512,2331,綜合警備保障,東証１,サービス業,2020年5月09日,"5,090","5,110","5,130","5,030",-2.68,941
515,2335,キューブシステム,東証１,情報・通信業,2020年5月09日,710,714,723,705,12.39,26
516,2337,いちご,東証１,不動産業,2020年5月09日,269,274,275,266,8.94,372
525,2352,エイジア,東証１,情報・通信業,2020年5月09日,"1,305","1,310","1,328","1,281",7.05,27
526,2353,日本駐車場開発,東証１,不動産業,2020年5月09日,126,128,129,126,-1.14,101
528,2359,コア,東証１,情報・通信業,2020年5月09日,"1,182","1,182","1,192","1,169",-0.17,16
531,2371,カカクコム,東証１,サービス業,2020年5月09日,"2,226","2,200","2,232","2,113",4.82,4610
532,2372,アイロムグループ,東証１,サービス業,2020年5月09日,"2,380","2,154","2,542","1,745",58.74,13655
534,2374,セントケア・ホールディング,東証１,サービス業,2020年5月09日,405,410,410,403,4.69,5
536,2376,サイネックス,東証１,サービス業,2020年5月09日,640,625,640,618,7.23,4
537,2378,ルネサンス,東証１,サービス業,2020年5月09日,"1,028","1,070","1,070","1,021",13.1,173
538,2379,ディップ,東証１,サービス業,2020年5月09日,"2,342","2,385","2,399","2,301",25.03,1440
539,2384,ＳＢＳホールディングス,東証１,陸運業,2020年5月09日,"1,844","1,842","1,869","1,826",3.09,190
542,2389,オプトホールディング,東証１,サービス業,2020年5月09日,"1,470","1,487","1,493","1,453",1.34,167
545,2395,新日本科学,東証１,サービス業,2020年5月09日,750,673,786,642,15.53,6464
547,2398,ツクイ,東証１,サービス業,2020年5月09日,441,465,468,436,13.08,364
552,2410,キャリアデザインセンター,東証１,サービス業,2020年5月09日,805,847,854,796,5.45,48
554,2412,ベネフィット・ワン,東証１,サービス業,2020年5月09日,"1,948","1,935","1,968","1,923",11.23,781
555,2413,エムスリー,東証１,サービス業,2020年5月09日,"4,180","3,930","4,190","3,870",5.3,18296
558,2418,ツカダ・グローバルホールディング,東証１,サービス業,2020年5月09日,350,349,356,349,3.82,51
559,2424,ブラス,東証１,サービス業,2020年5月09日,440,441,447,430,9.31,4
561,2427,アウトソーシング,東証１,サービス業,2020年5月09日,530,560,562,518,24.3,2512
562,2428,ウェルネット,東証１,サービス業,2020年5月09日,610,612,628,599,26.12,299
563,2429,ワールドホールディングス,東証１,サービス業,2020年5月09日,"1,405","1,429","1,430","1,380",13.53,85
564,2432,ディー・エヌ・エー,東証１,サービス業,2020年5月09日,"1,322","1,307","1,322","1,271",6.18,2223
565,2433,博報堂ＤＹホールディングス,東証１,サービス業,2020年5月09日,"1,141","1,161","1,169","1,131",5.34,893
570,2440,ぐるなび,東証１,サービス業,2020年5月09日,575,599,609,557,10.75,257
571,2445,タカミヤ,東証１,サービス業,2020年5月09日,434,430,434,423,5.45,14
573,2453,ジャパンベストレスキューシステム,東証１,サービス業,2020年5月09日,761,773,775,744,14.81,105
576,2461,ファンコミュニケーションズ,東証１,サービス業,2020年5月09日,459,452,459,448,4.72,59
577,2462,ライク,東証１,サービス業,2020年5月09日,"1,688","1,683","1,710","1,655",23.07,218
578,2464,ビジネス・ブレークスルー,東証１,サービス業,2020年5月09日,432,419,432,405,11.44,30
582,2471,エスプール,東証１,サービス業,2020年5月09日,758,751,762,738,10.12,522
583,2475,ＷＤＢホールディングス,東証１,サービス業,2020年5月09日,"2,509","2,550","2,557","2,494",11.08,54
584,2477,手間いらず,東証１,サービス業,2020年5月09日,"4,470","4,280","4,490","4,130",2.76,934
590,2485,ティア,東証１,サービス業,2020年5月09日,490,500,503,490,0.7,26
591,2487,ＣＤＧ,東証１,サービス業,2020年5月09日,"1,460","1,443","1,460","1,437",4.17,2
594,2491,バリューコマース,東証１,サービス業,2020年5月09日,"2,395","2,420","2,467","2,375",26.62,1192
595,2492,インフォマート,東証１,サービス業,2020年5月09日,753,813,819,745,15.76,1124
600,2501,サッポロホールディングス,東証１,食料品,2020年5月09日,"1,978","2,015","2,015","1,960",1.57,772
601,2502,アサヒグループホールディングス,東証１,食料品,2020年5月09日,"3,719.0","3,700.0","3,740.0","3,656.0",3.75,4809
602,2503,キリンホールディングス,東証１,食料品,2020年5月09日,"2,050.5","2,070.0","2,083.0","2,033.0",-0.92,4728
624,2531,宝ホールディングス,東証１,食料品,2020年5月09日,822,820,827,810,8,785
625,2533,オエノンホールディングス,東証１,食料品,2020年5月09日,384,392,393,384,-0.75,16
626,2540,養命酒製造,東証１,食料品,2020年5月09日,"1,896","1,913","1,913","1,889",0.68,11
640,2579,コカ・コーラ　ボトラーズジャパンホールディングス,東証１,食料品,2020年5月09日,"1,975","1,964","1,995","1,956",-2.8,1663
642,2587,サントリー食品インターナショナル,東証１,食料品,2020年5月09日,"3,955","3,980","3,985","3,930",-1.84,2159
644,2590,ダイドーグループホールディングス,東証１,食料品,2020年5月09日,"4,290","4,375","4,390","4,285",8.31,290
645,2593,伊藤園,東証１,食料品,2020年5月09日,"6,090","6,030","6,120","5,980",0.24,1760
646,2594,キーコーヒー,東証１,食料品,2020年5月09日,"2,232","2,253","2,254","2,230",1.11,62
647,2597,ユニカフェ,東証１,食料品,2020年5月09日,915,914,916,909,5.19,4
648,2599,ジャパンフーズ,東証１,食料品,2020年5月09日,"1,140","1,145","1,145","1,139",2.99,1
649,2602,日清オイリオグループ,東証１,食料品,2020年5月09日,"3,585","3,550","3,590","3,525",2.13,162
650,2607,不二製油グループ本社,東証１,食料品,2020年5月09日,"2,524","2,520","2,555","2,503",-2.27,1279
652,2612,かどや製油,東証１,食料品,2020年5月09日,"3,755","3,675","3,755","3,660",4.27,10
653,2613,Ｊ－オイルミルズ,東証１,食料品,2020年5月09日,"4,100","4,105","4,130","4,060",-1.45,85
654,2651,ローソン,東証１,小売業,2020年5月09日,"5,560","5,550","5,650","5,480",-3.38,2177
659,2659,サンエー,東証１,小売業,2020年5月09日,"4,175","4,190","4,250","4,140",-5.75,235
660,2664,カワチ薬品,東証１,小売業,2020年5月09日,"2,453","2,442","2,487","2,423",0.71,178
665,2670,エービーシー・マート,東証１,小売業,2020年5月09日,"5,480","5,730","5,750","5,460",8.67,1709
667,2674,ハードオフコーポレーション,東証１,小売業,2020年5月09日,667,683,683,661,4.49,19
669,2676,高千穂交易,東証１,卸売業,2020年5月09日,923,931,934,923,1.74,10
670,2678,アスクル,東証１,小売業,2020年5月09日,"3,245","3,255","3,365","3,205",0.87,866
671,2681,ゲオホールディングス,東証１,小売業,2020年5月09日,"1,286","1,330","1,334","1,286",-0.2,531
673,2685,アダストリア,東証１,小売業,2020年5月09日,"1,527","1,592","1,603","1,521",16.73,1083
674,2686,ジーフット,東証１,小売業,2020年5月09日,429,440,440,429,2.06,8
675,2687,シー・ヴイ・エス・ベイエリア,東証１,小売業,2020年5月09日,406,407,407,402,-0.11,2
676,2689,カワニシホールディングス,東証１,卸売業,2020年5月09日,"1,280","1,276","1,290","1,273",11.03,29
677,2692,伊藤忠食品,東証１,卸売業,2020年5月09日,"4,660","4,630","4,660","4,615",4.81,14
680,2695,くら寿司,東証１,小売業,2020年5月09日,"4,290","4,490","4,515","4,280",11.66,1488
681,2698,キャンドゥ,東証１,小売業,2020年5月09日,"1,902","1,916","1,942","1,902",7.53,251
688,2715,エレマテック,東証１,卸売業,2020年5月09日,795,826,832,795,3.96,45
691,2726,パルグループホールディングス,東証１,小売業,2020年5月09日,"1,257","1,302","1,308","1,254",4.03,206
692,2729,ＪＡＬＵＸ,東証１,卸売業,2020年5月09日,"1,451","1,523","1,523","1,451",,32
693,2730,エディオン,東証１,小売業,2020年5月09日,921,946,946,916,4.47,278
694,2733,あらた,東証１,卸売業,2020年5月09日,"4,525","4,525","4,585","4,480",3.33,94
695,2734,サーラコーポレーション,東証１,小売業,2020年5月09日,565,570,570,560,1.98,35
696,2735,ワッツ,東証１,小売業,2020年5月09日,630,639,639,626,5.54,13
698,2737,トーメンデバイス,東証１,卸売業,2020年5月09日,"3,725","3,725","3,735","3,620",9.36,46
699,2742,ハローズ,東証１,小売業,2020年5月09日,"2,972","2,959","2,972","2,900",5.74,25
702,2749,ＪＰホールディングス,東証１,サービス業,2020年5月09日,272,275,275,270,4.77,23
705,2752,フジオフードシステム,東証１,小売業,2020年5月09日,"1,328","1,349","1,358","1,321",7.68,85
706,2753,あみやき亭,東証１,小売業,2020年5月09日,"2,848","2,891","2,909","2,827",4.4,20
708,2760,東京エレクトロン　デバイス,東証１,卸売業,2020年5月09日,"2,830","2,816","2,864","2,793",19.51,243
712,2764,ひらまつ,東証１,小売業,2020年5月09日,145,151,151,144,3.09,25
713,2767,フィールズ,東証１,卸売業,2020年5月09日,320,322,325,313,3.55,43
714,2768,双日,東証１,卸売業,2020年5月09日,239,245,245,236,-0.24,1719
722,2784,アルフレッサ　ホールディングス,東証１,卸売業,2020年5月09日,"2,071","2,097","2,112","2,067",-0.8,1066
726,2791,大黒天物産,東証１,小売業,2020年5月09日,"4,175","4,130","4,260","4,115",11.99,389
727,2792,ハニーズホールディングス,東証１,小売業,2020年5月09日,"1,105","1,143","1,146","1,095",6,588
729,2796,ファーマライズホールディングス,東証１,小売業,2020年5月09日,675,659,680,659,-0.46,8
731,2801,キッコーマン,東証１,食料品,2020年5月09日,"4,820","4,760","4,820","4,705",0.49,3699
732,2802,味の素,東証１,食料品,2020年5月09日,"1,919.0","1,921.5","1,932.5","1,904.5",1.05,2467
736,2809,キユーピー,東証１,食料品,2020年5月09日,"2,099","2,084","2,115","2,071",-0.71,950
737,2810,ハウス食品グループ本社,東証１,食料品,2020年5月09日,"3,440","3,445","3,455","3,405",2.85,642
738,2811,カゴメ,東証１,食料品,2020年5月09日,"2,758","2,771","2,774","2,739",1.6,902
739,2812,焼津水産化学工業,東証１,食料品,2020年5月09日,937,929,937,920,2.64,8
742,2815,アリアケジャパン,東証１,食料品,2020年5月09日,"6,300","6,220","6,350","6,180",-2.5,897
744,2818,ピエトロ,東証１,食料品,2020年5月09日,"1,609","1,602","1,610","1,601",1.14,2
