,code,name,market,sector,date,start_price,closing_price,high_price,low_price,MA25,volume
3406,8182,いなげや,東証１,小売業,2020年5月09日,"1,606","1,590","1,630","1,580",0.87,90
3407,8184,島忠,東証１,小売業,2020年5月09日,"2,767","2,769","2,774","2,747",2.78,870
3408,8185,チヨダ,東証１,小売業,2020年5月09日,"1,023","1,044","1,052","1,023",0.69,91
3411,8194,ライフコーポレーション,東証１,小売業,2020年5月09日,"3,155","3,155","3,165","3,075",-1.45,689
3413,8200,リンガーハット,東証１,小売業,2020年5月09日,"2,172","2,225","2,231","2,168",8.35,248
3415,8203,ミスターマックス・ホールディングス,東証１,小売業,2020年5月09日,434,432,438,428,8.51,24
3416,8207,テンアライド,東証１,小売業,2020年5月09日,359,371,374,357,7.1,10
3419,8214,ＡＯＫＩホールディングス,東証１,小売業,2020年5月09日,626,638,638,620,-3.5,273
3421,8217,オークワ,東証１,小売業,2020年5月09日,"1,401","1,382","1,420","1,370",-9.17,167
3422,8218,コメリ,東証１,小売業,2020年5月09日,"2,302","2,326","2,340","2,292",15.59,666
3423,8219,青山商事,東証１,小売業,2020年5月09日,853,882,883,841,3.11,606
3426,8227,しまむら,東証１,小売業,2020年5月09日,"6,700","6,820","6,820","6,620",4.81,1064
3428,8230,はせがわ,東証１,小売業,2020年5月09日,410,408,412,400,0.43,8
3429,8233,高島屋,東証１,小売業,2020年5月09日,935,953,955,923,2.42,1269
3430,8237,松屋,東証１,小売業,2020年5月09日,585,606,613,578,-1.03,180
3431,8242,エイチ・ツー・オー　リテイリング,東証１,小売業,2020年5月09日,774,798,798,769,-0.02,437
3432,8244,近鉄百貨店,東証１,小売業,2020年5月09日,"2,600","2,590","2,632","2,575",7.25,59
3435,8252,丸井グループ,東証１,小売業,2020年5月09日,"1,659","1,727","1,728","1,639",3.63,2172
3436,8253,クレディセゾン,東証１,その他金融業,2020年5月09日,"1,161","1,189","1,196","1,151",5.62,2112
3438,8255,アクシアル　リテイリング,東証１,小売業,2020年5月09日,"3,990","3,945","4,070","3,910",-0.43,134
3441,8260,井筒屋,東証１,小売業,2020年5月09日,163,163,163,160,4.17,5
3442,8267,イオン,東証１,小売業,2020年5月09日,"2,155.5","2,175.0","2,175.0","2,140.0",-0.03,4742
3443,8273,イズミ,東証１,小売業,2020年5月09日,"3,125","3,195","3,245","3,090",8.82,846
3444,8275,フォーバル,東証１,卸売業,2020年5月09日,"1,127","1,150","1,150","1,126",5.68,7
3445,8276,平和堂,東証１,小売業,2020年5月09日,"1,795","1,814","1,821","1,791",0.31,111
3446,8278,フジ,東証１,小売業,2020年5月09日,"1,719","1,713","1,729","1,683",0.8,54
3447,8279,ヤオコー,東証１,小売業,2020年5月09日,"6,700","6,720","6,810","6,660",1.43,561
3448,8281,ゼビオホールディングス,東証１,小売業,2020年5月09日,895,900,905,886,3.16,64
3449,8282,ケーズホールディングス,東証１,小売業,2020年5月09日,"1,144","1,191","1,196","1,142",6.17,1211
3450,8283,ＰＡＬＴＡＣ,東証１,卸売業,2020年5月09日,"5,530","5,440","5,540","5,410",-0.88,731
3451,8285,三谷産業,東証１,卸売業,2020年5月09日,418,430,434,403,29.96,611
3453,8289,Ｏｌｙｍｐｉｃグループ,東証１,小売業,2020年5月09日,645,641,649,635,2.32,7
3454,8291,日産東京販売ホールディングス,東証１,小売業,2020年5月09日,213,217,217,210,6.14,5
3458,8303,新生銀行,東証１,銀行業,2020年5月09日,"1,320","1,321","1,330","1,307",-3.52,1263
3459,8304,あおぞら銀行,東証１,銀行業,2020年5月09日,"1,859","1,895","1,905","1,840",-2.09,2754
3460,8306,三菱ＵＦＪフィナンシャル・グループ,東証１,銀行業,2020年5月09日,413.4,419.2,420.7,411.8,1.41,20782
3461,8308,りそなホールディングス,東証１,銀行業,2020年5月09日,320,324.5,327,316.8,-0.42,2992
3462,8309,三井住友トラスト・ホールディングス,東証１,銀行業,2020年5月09日,"3,017.0","3,061.0","3,082.0","2,998.0",-0.81,3312
3463,8316,三井住友フィナンシャルグループ,東証１,銀行業,2020年5月09日,"2,731.5","2,763.5","2,780.0","2,715.5",1.88,11978
3464,8331,千葉銀行,東証１,銀行業,2020年5月09日,484,491,492,480,2.94,1180
3465,8334,群馬銀行,東証１,銀行業,2020年5月09日,336,333,338,332,1.45,310
3466,8336,武蔵野銀行,東証１,銀行業,2020年5月09日,"1,318","1,324","1,330","1,305",1.33,80
3467,8337,千葉興業銀行,東証１,銀行業,2020年5月09日,226,233,233,226,-1.17,19
3468,8338,筑波銀行,東証１,銀行業,2020年5月09日,162,166,166,162,2.82,21
3469,8341,七十七銀行,東証１,銀行業,2020年5月09日,"1,395","1,385","1,396","1,373",3.04,130
3470,8342,青森銀行,東証１,銀行業,2020年5月09日,"2,230","2,281","2,285","2,230",2.57,73
3471,8343,秋田銀行,東証１,銀行業,2020年5月09日,"1,450","1,463","1,463","1,425",4.62,36
3472,8344,山形銀行,東証１,銀行業,2020年5月09日,"1,292","1,282","1,302","1,267",-1.91,37
3473,8345,岩手銀行,東証１,銀行業,2020年5月09日,"2,550","2,529","2,557","2,516",0.07,30
3474,8346,東邦銀行,東証１,銀行業,2020年5月09日,239,238,240,233,-3,73
3475,8349,東北銀行,東証１,銀行業,2020年5月09日,890,893,893,881,4.25,4
3476,8350,みちのく銀行,東証１,銀行業,2020年5月09日,"1,060","1,077","1,082","1,054",-0.33,19
3477,8354,ふくおかフィナンシャルグループ,東証１,銀行業,2020年5月09日,"1,548","1,574","1,586","1,531",11.09,2530
3478,8355,静岡銀行,東証１,銀行業,2020年5月09日,645,646,654,642,2.42,1412
3479,8356,十六銀行,東証１,銀行業,2020年5月09日,"1,866","1,879","1,880","1,842",1.92,90
3480,8358,スルガ銀行,東証１,銀行業,2020年5月09日,364,369,370,364,4.64,1172
3481,8359,八十二銀行,東証１,銀行業,2020年5月09日,362,363,367,358,-2.11,419
3482,8360,山梨中央銀行,東証１,銀行業,2020年5月09日,792,798,801,783,8.31,27
3483,8361,大垣共立銀行,東証１,銀行業,2020年5月09日,"2,195","2,206","2,216","2,173",4.15,77
3484,8362,福井銀行,東証１,銀行業,2020年5月09日,"1,575","1,618","1,618","1,562",8.42,51
3485,8363,北國銀行,東証１,銀行業,2020年5月09日,"3,090","3,075","3,120","3,055",-4.7,86
3486,8364,清水銀行,東証１,銀行業,2020年5月09日,"1,764","1,790","1,791","1,755",1.15,7
3487,8365,富山銀行,東証１,銀行業,2020年5月09日,"2,169","2,167","2,169","2,101",12.29,3
3488,8366,滋賀銀行,東証１,銀行業,2020年5月09日,"2,541","2,559","2,565","2,526",0.64,151
3489,8367,南都銀行,東証１,銀行業,2020年5月09日,"2,200","2,233","2,250","2,200",3.18,74
3490,8368,百五銀行,東証１,銀行業,2020年5月09日,305,307,310,304,2.06,78
3491,8369,京都銀行,東証１,銀行業,2020年5月09日,"3,650","3,655","3,695","3,620",3.94,412
3492,8370,紀陽銀行,東証１,銀行業,2020年5月09日,"1,606","1,587","1,614","1,586",2.26,193
3493,8377,ほくほくフィナンシャルグループ,東証１,銀行業,2020年5月09日,852,866,866,844,0.84,178
3494,8379,広島銀行,東証１,銀行業,2020年5月09日,437,442,444,435,2.09,317
3495,8381,山陰合同銀行,東証１,銀行業,2020年5月09日,544,548,551,542,-0.15,177
3496,8382,中国銀行,東証１,銀行業,2020年5月09日,996,994,"1,002",991,1.76,162
3497,8383,鳥取銀行,東証１,銀行業,2020年5月09日,"1,124","1,130","1,130","1,118",-0.96,4
3498,8385,伊予銀行,東証１,銀行業,2020年5月09日,580,585,587,578,4.43,383
3499,8386,百十四銀行,東証１,銀行業,2020年5月09日,"1,932","1,938","1,940","1,915",1.4,50
3500,8387,四国銀行,東証１,銀行業,2020年5月09日,839,856,856,835,5.64,31
3501,8388,阿波銀行,東証１,銀行業,2020年5月09日,"2,261","2,275","2,279","2,252",-2.77,99
3502,8392,大分銀行,東証１,銀行業,2020年5月09日,"2,144","2,132","2,144","2,107",6.97,14
3503,8393,宮崎銀行,東証１,銀行業,2020年5月09日,"2,330","2,330","2,367","2,297",1.92,44
3504,8395,佐賀銀行,東証１,銀行業,2020年5月09日,"1,098","1,119","1,119","1,084",5.45,24
3505,8397,沖縄銀行,東証１,銀行業,2020年5月09日,"3,100","3,145","3,150","3,100",1.04,56
3507,8399,琉球銀行,東証１,銀行業,2020年5月09日,"1,013","1,021","1,021","1,007",3.64,44
3508,8410,セブン銀行,東証１,銀行業,2020年5月09日,284,280,284,276,-1.82,1548
3509,8411,みずほフィナンシャルグループ,東証１,銀行業,2020年5月09日,120.5,122.6,123.1,119.9,0.32,14334
3510,8416,高知銀行,東証１,銀行業,2020年5月09日,728,720,728,718,7.21,2
3511,8418,山口フィナンシャルグループ,東証１,銀行業,2020年5月09日,571,570,576,566,0.81,246
3513,8424,芙蓉総合リース,東証１,その他金融業,2020年5月09日,"5,260","5,830","5,840","5,260",9.67,709
3514,8425,みずほリース,東証１,その他金融業,2020年5月09日,"2,021","2,069","2,071","2,010",1.58,432
3515,8439,東京センチュリー,東証１,その他金融業,2020年5月09日,"3,485","3,585","3,605","3,475",2.6,1167
3517,8473,ＳＢＩホールディングス,東証１,証券・商品,2020年5月09日,"2,061","2,112","2,139","2,058",20.71,7075
3519,8511,日本証券金融,東証１,その他金融業,2020年5月09日,488,487,488,480,0.15,176
3520,8515,アイフル,東証１,その他金融業,2020年5月09日,226,244,247,225,8.46,4635
3521,8518,日本アジア投資,東証１,証券・商品,2020年5月09日,222,217,226,216,12.11,29
3522,8521,長野銀行,東証１,銀行業,2020年5月09日,"1,100","1,108","1,108","1,080",2.49,9
3523,8522,名古屋銀行,東証１,銀行業,2020年5月09日,"2,253","2,266","2,288","2,222",0.11,51
3524,8524,北洋銀行,東証１,銀行業,2020年5月09日,188,191,192,188,0.91,107
3525,8527,愛知銀行,東証１,銀行業,2020年5月09日,"3,155","3,135","3,165","3,105",2.42,23
3526,8530,中京銀行,東証１,銀行業,2020年5月09日,"2,074","2,109","2,117","2,074",4.36,22
3527,8537,大光銀行,東証１,銀行業,2020年5月09日,"1,537","1,506","1,537","1,501",4.58,5
3529,8541,愛媛銀行,東証１,銀行業,2020年5月09日,"1,105","1,106","1,113","1,087",-0.91,82
3530,8542,トマト銀行,東証１,銀行業,2020年5月09日,"1,010",993,"1,010",993,-0.06,3
3531,8544,京葉銀行,東証１,銀行業,2020年5月09日,514,517,517,509,1.5,39
3532,8550,栃木銀行,東証１,銀行業,2020年5月09日,154,157,157,152,4.25,21
3533,8551,北日本銀行,東証１,銀行業,2020年5月09日,"1,944","1,934","1,954","1,903",3.87,29
3535,8558,東和銀行,東証１,銀行業,2020年5月09日,658,658,671,648,6.53,47
3538,8562,福島銀行,東証１,銀行業,2020年5月09日,165,166,167,163,7.12,20
3539,8563,大東銀行,東証１,銀行業,2020年5月09日,580,578,580,574,4.61,3
3540,8566,リコーリース,東証１,その他金融業,2020年5月09日,"2,874","2,963","2,963","2,860",5.47,207
3541,8570,イオンフィナンシャルサービス,東証１,その他金融業,2020年5月09日,"1,071","1,074","1,091","1,068",2.08,1627
3542,8572,アコム,東証１,その他金融業,2020年5月09日,428,435,440,426,1.29,926
3543,8584,ジャックス,東証１,その他金融業,2020年5月09日,"1,750","1,769","1,769","1,738",5.37,157
3544,8585,オリエントコーポレーション,東証１,その他金融業,2020年5月09日,118,121,121,117,2.93,396
3545,8586,日立キャピタル,東証１,その他金融業,2020年5月09日,"2,016","2,060","2,064","2,005",4.51,742
3546,8589,アプラスフィナンシャル,東証１,その他金融業,2020年5月09日,62,62,63,61,3.06,58
3547,8591,オリックス,東証１,その他金融業,2020年5月09日,"1,220.0","1,248.0","1,256.5","1,208.0",1.36,10972
3548,8593,三菱ＵＦＪリース,東証１,その他金融業,2020年5月09日,494,504,504,491,1.56,1305
3550,8595,ジャフコ,東証１,証券・商品,2020年5月09日,"3,350","3,430","3,450","3,320",10.84,476
3551,8596,九州リースサービス,東証１,その他金融業,2020年5月09日,439,445,445,435,4.43,5
3552,8600,トモニホールディングス,東証１,銀行業,2020年5月09日,347,346,349,341,-3.78,83
3553,8601,大和証券グループ本社,東証１,証券・商品,2020年5月09日,427.2,432,432.7,420.3,2.07,2623
3554,8604,野村ホールディングス,東証１,証券・商品,2020年5月09日,433.6,441.1,446.8,428.8,2.09,7707
3555,8609,岡三証券グループ,東証１,証券・商品,2020年5月09日,315,323,323,313,-2.16,118
3556,8613,丸三証券,東証１,証券・商品,2020年5月09日,408,412,414,404,-2.92,52
3557,8614,東洋証券,東証１,証券・商品,2020年5月09日,118,121,121,117,-3.48,23
3558,8616,東海東京フィナンシャル・ホールディングス,東証１,証券・商品,2020年5月09日,224,228,229,222,-2.88,325
3559,8617,光世証券,東証１,証券・商品,2020年5月09日,497,516,530,497,-0.91,9
3560,8622,水戸証券,東証１,証券・商品,2020年5月09日,190,191,192,187,1.34,27
3561,8624,いちよし証券,東証１,証券・商品,2020年5月09日,449,456,460,447,4.85,70
3562,8628,松井証券,東証１,証券・商品,2020年5月09日,758,759,760,748,-3.19,966
3563,8630,ＳＯＭＰＯホールディングス,東証１,保険業,2020年5月09日,"3,237.0","3,244.0","3,318.0","3,212.0",-5.05,4696
3564,8692,だいこう証券ビジネス,東証１,証券・商品,2020年5月09日,918,920,922,918,69.07,727
3565,8697,日本取引所グループ,東証１,その他金融業,2020年5月09日,"2,101","2,120","2,145","2,098",2.72,2901
3566,8698,マネックスグループ,東証１,証券・商品,2020年5月09日,213,219,220,210,12.38,838
3571,8706,極東証券,東証１,証券・商品,2020年5月09日,493,508,509,492,-1.57,39
3572,8707,岩井コスモホールディングス,東証１,証券・商品,2020年5月09日,929,940,945,924,2.43,85
3573,8708,藍澤證券,東証１,証券・商品,2020年5月09日,689,695,698,684,-3.5,42
3575,8713,フィデアホールディングス,東証１,銀行業,2020年5月09日,105,106,106,104,7.51,23
3576,8714,池田泉州ホールディングス,東証１,銀行業,2020年5月09日,168,167,170,166,6.23,71
3577,8715,アニコム　ホールディングス,東証１,保険業,2020年5月09日,"3,950","3,915","4,040","3,905",4.93,166
3578,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,東証１,保険業,2020年5月09日,"2,976.5","2,963.0","3,013.0","2,942.0",-1.76,3407
3579,8729,ソニーフィナンシャルホールディングス,東証１,保険業,2020年5月09日,"2,011","1,985","2,029","1,975",6.02,2063
3580,8732,マネーパートナーズグループ,東証１,証券・商品,2020年5月09日,197,199,200,196,2.96,16
3582,8739,スパークス・グループ,東証１,証券・商品,2020年5月09日,187,190,201,182,9.75,403
3584,8742,小林洋行,東証１,証券・商品,2020年5月09日,233,235,235,233,4.11,1
3587,8750,第一生命ホールディングス,東証１,保険業,2020年5月09日,"1,301.5","1,296.5","1,309.5","1,265.0",-1.15,3983
3588,8766,東京海上ホールディングス,東証１,保険業,2020年5月09日,"4,535","4,447","4,599","4,445",-9.86,17543
3589,8769,アドバンテッジリスクマネジメント,東証１,サービス業,2020年5月09日,777,763,777,741,11.65,57
3590,8771,イー・ギャランティ,東証１,その他金融業,2020年5月09日,"1,910","1,926","1,952","1,901",5.19,628
3591,8772,アサックス,東証１,その他金融業,2020年5月09日,635,633,639,628,4.15,6
3594,8793,ＮＥＣキャピタルソリューション,東証１,その他金融業,2020年5月09日,"1,808","1,867","1,869","1,800",2.7,136
3595,8795,Ｔ＆Ｄホールディングス,東証１,保険業,2020年5月09日,875,876,880,857,-0.58,2121
3596,8798,アドバンスクリエイト,東証１,保険業,2020年5月09日,"1,991","1,954","2,003","1,948",9.07,15
3597,8801,三井不動産,東証１,不動産業,2020年5月09日,"1,885.0","1,896.0","1,908.0","1,852.0",0.53,10412
3598,8802,三菱地所,東証１,不動産業,2020年5月09日,"1,753.5","1,781.5","1,804.5","1,744.5",5.11,11125
3599,8803,平和不動産,東証１,不動産業,2020年5月09日,"2,932","2,929","2,956","2,887",7.88,574
3600,8804,東京建物,東証１,不動産業,2020年5月09日,"1,200","1,205","1,215","1,173",7.63,1760
3601,8806,ダイビル,東証１,不動産業,2020年5月09日,985,"1,000","1,002",972,13.91,321
3602,8818,京阪神ビルディング,東証１,不動産業,2020年5月09日,"1,422","1,425","1,428","1,406",6.26,86
3603,8830,住友不動産,東証１,不動産業,2020年5月09日,"2,837.5","2,866.0","2,866.0","2,774.5",6.29,3637
3604,8835,太平洋興発,東証１,卸売業,2020年5月09日,591,591,591,575,0.24,3
3606,8841,テーオーシー,東証１,不動産業,2020年5月09日,671,692,694,661,12.1,44
3607,8842,東京楽天地,東証１,不動産業,2020年5月09日,"4,085","4,100","4,110","4,035",1.6,13
3609,8848,レオパレス２１,東証１,不動産業,2020年5月09日,237,246,248,237,0.65,933
3610,8850,スターツコーポレーション,東証１,不動産業,2020年5月09日,"2,056","2,059","2,068","2,025",2.81,204
3612,8860,フジ住宅,東証１,不動産業,2020年5月09日,505,513,517,498,5.38,22
3613,8864,空港施設,東証１,不動産業,2020年5月09日,416,425,425,414,3.84,10
3614,8869,明和地所,東証１,不動産業,2020年5月09日,416,436,436,416,3.67,7
3615,8871,ゴールドクレスト,東証１,不動産業,2020年5月09日,"1,599","1,621","1,621","1,594",0.32,104
3616,8876,リログループ,東証１,サービス業,2020年5月09日,"2,316","2,268","2,337","2,245",0.61,1532
3617,8877,エスリード,東証１,不動産業,2020年5月09日,"1,330","1,350","1,363","1,317",5.46,31
3618,8881,日神グループホールディングス,東証１,不動産業,2020年5月09日,395,394,397,389,3.47,31
3625,8892,日本エスコン,東証１,不動産業,2020年5月09日,711,729,731,705,17.74,218
3628,8897,タカラレーベン,東証１,不動産業,2020年5月09日,350,355,355,346,4.53,136
3631,8904,ＡＶＡＮＴＩＡ,東証１,不動産業,2020年5月09日,680,696,697,680,15.79,15
3632,8905,イオンモール,東証１,不動産業,2020年5月09日,"1,394","1,425","1,428","1,387",10.83,1863
3633,8908,毎日コムネット,東証１,不動産業,2020年5月09日,783,799,799,782,3.67,16
3637,8917,ファースト住建,東証１,不動産業,2020年5月09日,893,927,927,883,-3.74,22
3638,8918,ランド,東証１,不動産業,2020年5月09日,9,9,10,9,0.45,56
3639,8919,カチタス,東証１,不動産業,2020年5月09日,"2,055","2,003","2,060","1,963",13.74,409
3640,8920,東祥,東証１,サービス業,2020年5月09日,969,"1,052","1,056",961,15.72,383
3642,8923,トーセイ,東証１,不動産業,2020年5月09日,"1,016","1,018","1,025","1,009",3.41,128
3645,8928,穴吹興産,東証１,不動産業,2020年5月09日,"1,518","1,530","1,530","1,500",8.7,9
3648,8934,サンフロンティア不動産,東証１,不動産業,2020年5月09日,839,854,855,831,6.45,200
3649,8935,ＦＪネクスト,東証１,不動産業,2020年5月09日,783,789,795,764,-0.32,168
3651,8940,インテリックス,東証１,不動産業,2020年5月09日,523,527,530,521,3.04,17
3652,8944,ランドビジネス,東証１,不動産業,2020年5月09日,290,293,295,288,3.97,45
3653,8945,日本社宅サービス,東証１,不動産業,2020年5月09日,"1,044","1,038","1,049","1,009",10.17,18
3681,8999,グランディハウス,東証１,不動産業,2020年5月09日,328,342,343,328,6.41,24
3682,9001,東武鉄道,東証１,陸運業,2020年5月09日,"3,495","3,570","3,570","3,485",-0.51,2576
3683,9003,相鉄ホールディングス,東証１,陸運業,2020年5月09日,"2,652","2,759","2,764","2,651",0.94,754
3684,9005,東急,東証１,陸運業,2020年5月09日,"1,530","1,600","1,600","1,530",-2.53,2723
3685,9006,京浜急行電鉄,東証１,陸運業,2020年5月09日,"1,696","1,735","1,743","1,696",-2.79,1023
3686,9007,小田急電鉄,東証１,陸運業,2020年5月09日,"2,262","2,331","2,332","2,259",-1.37,2437
3687,9008,京王電鉄,東証１,陸運業,2020年5月09日,"5,480","5,610","5,610","5,460",-8.32,2049
3688,9009,京成電鉄,東証１,陸運業,2020年5月09日,"2,873","2,993","2,997","2,858",-2.44,2805
3689,9010,富士急行,東証１,陸運業,2020年5月09日,"3,025","3,040","3,050","2,956",8.73,263
3691,9014,新京成電鉄,東証１,陸運業,2020年5月09日,"2,065","2,096","2,096","2,055",2.1,13
3693,9020,ＪＲ東日本,東証１,陸運業,2020年5月09日,"7,500","7,811","7,814","7,475",-3.02,11148
3694,9021,ＪＲ西日本,東証１,陸運業,2020年5月09日,"5,974","6,274","6,286","5,971",-8.82,6599
3695,9022,ＪＲ東海,東証１,陸運業,2020年5月09日,"16,330","17,105","17,145","16,285",-0.73,10516
3696,9024,西武ホールディングス,東証１,陸運業,2020年5月09日,"1,209","1,261","1,261","1,206",1.83,1535
3697,9025,鴻池運輸,東証１,陸運業,2020年5月09日,"1,133","1,146","1,147","1,126",0.11,66
3701,9031,西日本鉄道,東証１,陸運業,2020年5月09日,"2,572","2,590","2,614","2,557",0.59,344
3706,9037,ハマキョウレックス,東証１,陸運業,2020年5月09日,"3,000","3,030","3,065","3,000",9.79,150
3707,9039,サカイ引越センター,東証１,陸運業,2020年5月09日,"5,530","5,430","5,530","5,330",-2.29,251
3709,9041,近鉄グループホールディングス,東証１,陸運業,2020年5月09日,"4,990","5,130","5,130","4,975",0.77,2074
3710,9042,阪急阪神ホールディングス,東証１,陸運業,2020年5月09日,"3,660","3,755","3,755","3,645",2.97,1705
3711,9044,南海電気鉄道,東証１,陸運業,2020年5月09日,"2,353","2,404","2,414","2,339",1.84,728
3712,9045,京阪ホールディングス,東証１,陸運業,2020年5月09日,"4,700","4,780","4,805","4,625",-0.25,1552
3713,9046,神戸電鉄,東証１,陸運業,2020年5月09日,"3,800","3,770","3,800","3,740",1.7,26
3714,9048,名古屋鉄道,東証１,陸運業,2020年5月09日,"2,998","3,080","3,085","2,994",0.29,1466
3717,9052,山陽電気鉄道,東証１,陸運業,2020年5月09日,"2,092","2,130","2,130","2,071",5.99,33
3720,9058,トランコム,東証１,倉庫・運輸,2020年5月09日,"6,790","6,820","6,830","6,720",-2.08,111
3723,9062,日本通運,東証１,陸運業,2020年5月09日,"5,010","5,090","5,090","4,975",0.41,1359
3725,9064,ヤマトホールディングス,東証１,陸運業,2020年5月09日,"1,925","1,912","1,929","1,875",2.21,4091
3726,9065,山九,東証１,陸運業,2020年5月09日,"4,025","4,025","4,045","3,955",0.45,692
3727,9066,日新,東証１,倉庫・運輸,2020年5月09日,"1,615","1,606","1,615","1,553",-1.7,31
3728,9067,丸運,東証１,陸運業,2020年5月09日,223,224,225,222,0.04,6
3729,9068,丸全昭和運輸,東証１,陸運業,2020年5月09日,"2,425","2,450","2,450","2,405",5.9,74
3730,9069,センコーグループホールディングス,東証１,陸運業,2020年5月09日,880,870,881,863,3.09,221
3731,9070,トナミホールディングス,東証１,陸運業,2020年5月09日,"5,160","4,960","5,230","4,950",2.05,60
3732,9072,ニッコンホールディングス,東証１,陸運業,2020年5月09日,"2,055","2,049","2,067","2,031",0.9,261
3734,9074,日本石油輸送,東証１,陸運業,2020年5月09日,"2,930","3,000","3,000","2,922",7.45,8
3735,9075,福山通運,東証１,陸運業,2020年5月09日,"3,725","3,700","3,740","3,670",0.15,292
3736,9076,セイノーホールディングス,東証１,陸運業,2020年5月09日,"1,278","1,286","1,292","1,267",4.92,693
3738,9078,エスライン,東証１,陸運業,2020年5月09日,947,994,"1,002",935,13.98,17
3739,9081,神奈川中央交通,東証１,陸運業,2020年5月09日,"3,890","4,050","4,050","3,880",2.86,21
3743,9086,日立物流,東証１,陸運業,2020年5月09日,"2,605","2,599","2,605","2,560",6.46,582
3745,9090,丸和運輸機関,東証１,陸運業,2020年5月09日,"3,390","3,280","3,435","3,225",13.72,670
3746,9099,Ｃ＆Ｆロジホールディングス,東証１,陸運業,2020年5月09日,"1,349","1,347","1,370","1,325",6.62,16
3747,9101,日本郵船,東証１,海運業,2020年5月09日,"1,336","1,370","1,372","1,311",2.05,2374
3748,9104,商船三井,東証１,海運業,2020年5月09日,"1,734","1,795","1,797","1,709",1.29,3626
3749,9107,川崎汽船,東証１,海運業,2020年5月09日,986,"1,023","1,023",978,9.38,940
3750,9110,ＮＳユナイテッド海運,東証１,海運業,2020年5月09日,"1,395","1,459","1,460","1,390",4.62,77
3751,9115,明治海運,東証１,海運業,2020年5月09日,330,322,334,322,-5.37,25
3752,9119,飯野海運,東証１,海運業,2020年5月09日,310,317,320,310,2.44,81
3754,9130,共栄タンカー,東証１,海運業,2020年5月09日,873,882,896,853,-1.13,73
3755,9142,ＪＲ九州,東証１,陸運業,2020年5月09日,"2,836","2,873","2,875","2,829",-3.02,1651
3756,9143,ＳＧホールディングス,東証１,陸運業,2020年5月09日,"3,090","3,030","3,095","3,020",7.08,1909
3762,9201,日本航空,東証１,空運業,2020年5月09日,"1,755.5","1,792.0","1,799.0","1,721.5",-5.33,12497
3763,9202,ＡＮＡホールディングス,東証１,空運業,2020年5月09日,"2,142.5","2,186.0","2,190.0","2,104.0",-8.02,10701
3765,9232,パスコ,東証１,空運業,2020年5月09日,"1,451","1,504","1,504","1,440",1.21,42
3767,9260,西本Ｗｉｓｍｅｔｔａｃホールディングス,東証１,卸売業,2020年5月09日,"1,900","1,962","1,962","1,880",7.42,17
3768,9262,シルバーライフ,東証１,小売業,2020年5月09日,"2,098","2,066","2,108","2,051",3.07,92
3771,9265,ヤマシタヘルスケアホールディングス,東証１,卸売業,2020年5月09日,"1,951","1,936","1,988","1,915",12.02,53
3772,9266,一家ダイニングプロジェクト,東証１,小売業,2020年5月09日,580,599,618,580,12.57,17
3773,9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,東証１,小売業,2020年5月09日,"2,510","2,482","2,531","2,461",11.62,157
3779,9274,国際紙パルプ商事,東証１,卸売業,2020年5月09日,311,317,317,310,9.76,23
3780,9275,ナルミヤ・インターナショナル,東証１,小売業,2020年5月09日,580,590,608,575,9.81,24
3781,9278,ブックオフグループホールディングス,東証１,小売業,2020年5月09日,786,791,791,780,-0.04,49
3790,9301,三菱倉庫,東証１,倉庫・運輸,2020年5月09日,"2,326","2,380","2,380","2,312",7.19,898
3791,9302,三井倉庫ホールディングス,東証１,倉庫・運輸,2020年5月09日,"1,430","1,450","1,450","1,420",2.26,80
3792,9303,住友倉庫,東証１,倉庫・運輸,2020年5月09日,"1,250","1,241","1,252","1,235",3.08,181
3793,9304,澁澤倉庫,東証１,倉庫・運輸,2020年5月09日,"2,207","2,226","2,230","2,161",7.46,13
3794,9305,ヤマタネ,東証１,卸売業,2020年5月09日,"1,195","1,205","1,218","1,195",4,28
3795,9306,東陽倉庫,東証１,倉庫・運輸,2020年5月09日,318,314,318,307,-2.75,4
3797,9308,乾汽船,東証１,海運業,2020年5月09日,"1,120","1,213","1,230","1,094",1.86,45
3798,9310,日本トランスシティ,東証１,倉庫・運輸,2020年5月09日,470,480,480,462,3,8
3800,9312,ケイヒン,東証１,倉庫・運輸,2020年5月09日,"1,253","1,272","1,272","1,192",11.29,5
3803,9319,中央倉庫,東証１,倉庫・運輸,2020年5月09日,"1,094","1,066","1,094","1,043",0.38,6
3804,9322,川西倉庫,東証１,倉庫・運輸,2020年5月09日,992,"1,010","1,010",983,7.75,2
3805,9324,安田倉庫,東証１,倉庫・運輸,2020年5月09日,862,865,865,853,1.78,20
3806,9325,ファイズホールディングス,東証１,倉庫・運輸,2020年5月09日,"1,186","1,135","1,186","1,120",5.08,156
3808,9351,東洋埠頭,東証１,倉庫・運輸,2020年5月09日,"1,302","1,306","1,306","1,278",2.05,4
3812,9358,宇徳,東証１,倉庫・運輸,2020年5月09日,451,455,455,446,-4.19,8
3818,9364,上組,東証１,倉庫・運輸,2020年5月09日,"1,953","1,916","1,953","1,896",3.8,933
3820,9366,サンリツ,東証１,倉庫・運輸,2020年5月09日,560,554,560,554,1.26,3
3822,9368,キムラユニティー,東証１,倉庫・運輸,2020年5月09日,991,998,998,987,4.08,5
